FID,uai,nom,nature,code_nature,statut_public_prive,type_contrat_prive,code_type_contrat_prive,adresse,insee,code_postal,commune,voie_generale,voie_technologique,voie_professionnelle,telephone,fax,web,mail,restauration,hebergement,ulis,apprentissage,segpa,section_arts,section_cinema,section_theatre,section_sport,section_internationale,section_europeenne,lycee_agricole,lycee_militaire,lycee_des_metiers,post_bac,greta,siren_siret,nombre_d_eleves,effectifs_par_uai,fiche_onisep,precision_localisation,date_ouverture,etat,ministere_tutelle,multi_uai,pial,etablissement_mere,type_rattachement_etablissement_mere,zone_animation_pedagogique,code_zone_animation_pedagogique,datemaj,gid,the_geom
edu_education.lycee.5302,0693587Z,Lycée La Xavière,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,252 route de Vienne ,69388,69008,Lyon 8e Arrondissement,true,true,false,+33472788282,+33472788289,https://www.cslaxaviere.fr/,secretariat.lycee@cslaxaviere.fr,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,77975901800046,444,"{""2019-2020"": 431, ""2020-2021"": 411, ""2021-2022"": 434, ""2022-2023"": 418, ""2023-2024"": 450, ""2024-2025"": 444}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13004,Numéro de rue,1993-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690551Z,,,,,2025-10-07,5302,POINT (4.853677610624295 45.72785704420177)
edu_education.lycee.5303,0693619J,Lycée Robert Doisneau,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Public,SANS OBJET,99,5 rue du Lycée BP 42 ,69256,69511,Vaulx-en-Velin,true,true,false,+33478795280,+33478795281,https://robert-doisneau.ent.auvergnerhonealpes.fr/,ce.0693619J@ac-lyon.fr,true,true,false,false,false,true,false,true,false,false,true,false,false,false,true,true,19690021100018,777,"{""2019-2020"": 722, ""2020-2021"": 710, ""2021-2022"": 709, ""2022-2023"": 730, ""2023-2024"": 751, ""2024-2025"": 777}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19594,Numéro de rue,1995-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690249W,,,,,2025-10-07,5303,POINT (4.918619883571236 45.77659199409946)
edu_education.lycee.5304,0693654X,Lycée René Descartes,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Public,SANS OBJET,99,145 avenue de Gadagne ,69204,69230,Saint-Genis-Laval,true,true,false,+33478567580,,https://rene-descartes.ent.auvergnerhonealpes.fr/,ce.0693654X@ac-lyon.fr,true,true,false,true,false,false,false,false,false,false,true,false,false,false,true,true,19693654600015,1541,"{""2019-2020"": 1468, ""2020-2021"": 1508, ""2021-2022"": 1525, ""2022-2023"": 1498, ""2023-2024"": 1512, ""2024-2025"": 1541}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15469,Numéro de rue,1997-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0693287Y,,,,,2025-10-07,5304,POINT (4.784732489578301 45.69047129788534)
edu_education.lycee.5305,0693734J,Lycée polyvalent Aiguerande,LYCEE POLYVALENT,306,Public,SANS OBJET,99,2 place Georges Dutrève BP 50211 ,69019,69823,Belleville-en-Beaujolais,true,true,true,+33474661632,+33474661396,https://aiguerande.ent.auvergnerhonealpes.fr/,ce.0693734J@ac-lyon.fr,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,true,19693841900013,1560,"{""2019-2020"": 1571, ""2020-2021"": 1596, ""2021-2022"": 1602, ""2022-2023"": 1574, ""2023-2024"": 1554, ""2024-2025"": 1560}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13303,Numéro de rue,2000-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690007H,,,,,2025-10-07,5305,POINT (4.746595498300483 46.10384236563821)
edu_education.lycee.5307,0693770Y,Section d'enseignement professionnel du Lycée polyvalent Claude Bernard,SECTION D ENSEIGNEMENT PROFESSIONNEL,334,Public,SANS OBJET,99,234 rue PHILIPPE HERON BP 475 69665 VILLEFRANCHE SUR SAONE CEDEX,69264,69665,Villefranche-sur-Saône,,,,+33474027272,,,ce.0693770Y@ac-lyon.fr,true,true,false,,false,,,,,,,,,false,,false,,,,,Numéro de rue,1999-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,0690097F,FILIERE OU DEPARTEMENT OU SECTION,,,2025-10-07,5307,POINT (4.712028447764922 45.98934570179681)
edu_education.lycee.5308,0693786R,Lycée polyvalent Jehanne de France,LYCEE POLYVALENT,306,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,6 rue de la Fraternelle ,69389,69009,Lyon 9e Arrondissement,false,true,true,+33472537030,+33472537039,https://jehannedefrance.fr/,contact@lpjdf.fr,true,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,77564734000048,317,"{""2019-2020"": 303, ""2020-2021"": 308, ""2021-2022"": 294, ""2022-2023"": 282, ""2023-2024"": 301, ""2024-2025"": 317}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5333,Numéro de rue,1999-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0694357L,,,,,2025-10-07,5308,POINT (4.803600472461575 45.76931901782648)
edu_education.lycee.5309,0693809R,Section d'enseignement professionnel du Lycée polyvalent Aiguerande,SECTION D ENSEIGNEMENT PROFESSIONNEL,334,Public,SANS OBJET,99,Place GEORGES DUTREVE BP 50211 69220 BELLEVILLE EN BEAUJOLAIS,69019,69220,Belleville-en-Beaujolais,,,,+33474661632,,,ce.0693809R@ac-lyon.fr,true,true,true,,false,,,,,,,,,false,,false,19693841900013,,,,Rue,2000-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,0693734J,FILIERE OU DEPARTEMENT OU SECTION,,,2025-10-07,5309,POINT (4.746595498300483 46.10384236563821)
edu_education.lycee.5313,0693909Z,Section d'enseignement professionnel du Lycée polyvalent Edouard Branly,SECTION D ENSEIGNEMENT PROFESSIONNEL,334,Public,SANS OBJET,99,25 rue DE TOURVIELLE 69322 LYON CEDEX 05,69385,69322,Lyon 5e Arrondissement,,,,+33472167000,,,ce.0693909Z@ac-lyon.fr,true,true,false,,false,,,,,,,,,false,,false,,,,,Numéro de rue,2002-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,0690128P,FILIERE OU DEPARTEMENT OU SECTION,,,2025-10-07,5313,POINT (4.791799503028346 45.75308603804028)
edu_education.lycee.5356,0694485A,Ecole secondaire générale et professionnelle privée Academy OL,LYCEE POLYVALENT,306,Privé,HORS CONTRAT,10,8 rue MELINA MERCOURI 69330 MEYZIEU,69282,69330,Meyzieu,,,,+33664617105,,,mmargain@ol.fr,true,true,false,,false,,,,,,,,,false,,false,77984556900051,,,,Numéro de rue,2021-06-29,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,,,2025-10-07,5356,POINT (5.010978328995216 45.76679273396769)
edu_education.lycee.5317,0694026B,Lycée Rosa Parks,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Public,SANS OBJET,99,13 rue Pollet BP 10124 ,69143,69582,Neuville-sur-Saône,true,true,false,+33437408098,+33478917936,https://rosa-parks.ent.auvergnerhonealpes.fr/,ce.0694026b@ac-lyon.fr,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,19693847600013,817,"{""2019-2020"": 723, ""2020-2021"": 745, ""2021-2022"": 819, ""2022-2023"": 832, ""2023-2024"": 861, ""2024-2025"": 817}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17680,Numéro de rue,2006-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692423J,,,,,2025-10-07,5317,POINT (4.84674312266278 45.87649688889654)
edu_education.lycee.5320,0694086S,Lycée général et technologique privé Al Kindi,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,HORS CONTRAT,10,17 rue SULLY 69150 DECINES CHARPIEU,69275,69150,Décines-Charpieu,,,,+33478490202,,,secretariat@al-kindi.fr,false,false,false,,false,,,,,,,,,false,,false,49971455800016,173,"{""2019-2020"": 162, ""2020-2021"": 156, ""2021-2022"": 156, ""2022-2023"": 174, ""2023-2024"": 181, ""2024-2025"": 173}",,Numéro de rue,2007-03-05,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691495A,,,,,2025-10-07,5320,POINT (4.975825350229936 45.7706972596651)
edu_education.lycee.5322,0694095B,Section d'enseignement professionnel du Lycée polyvalent Charlie Chaplin,SECTION D ENSEIGNEMENT PROFESSIONNEL,334,Public,SANS OBJET,99,373 avenue Jean Jaurès 69153 DECINES CHARPIEU CEDEX,69275,69153,Décines-Charpieu,,,,+33478495095,,,ce.0694095B@ac-lyon.fr,true,false,false,,false,,,,,,,,,false,,false,19692800600010,,,,Numéro de rue,2009-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,0692800U,ANNEXE GEOGRAPHIQUE,,,2025-10-07,5322,POINT (4.97569640166434 45.77263437420881)
edu_education.lycee.5325,0694184Y,Ecole professionnelle privée ELEA Presqu'île,LYCEE PROFESSIONNEL,320,Privé,HORS CONTRAT,10,41 quai FULCHIRON 69005 LYON,69385,69005,Lyon 5e Arrondissement,,,,+33413758279,,,contact@elea-presquile.fr,false,false,false,,false,,,,,,,,,false,,false,75203966900029,,,,Numéro de rue,2012-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,,,2025-10-07,5325,POINT (4.821566873893875 45.75192100858133)
edu_education.lycee.5329,0694197M,Lycée Saint-Charles,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,2831 route de Strasbourg ,69286,69140,Rillieux-la-Pape,true,false,false,+33472018994,+33472018995,https://st-charles.eu/,lycee@st-charles.eu,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,218,"{""2019-2020"": 137, ""2020-2021"": 157, ""2021-2022"": 185, ""2022-2023"": 178, ""2023-2024"": 196, ""2024-2025"": 218}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17945,Numéro de rue,2013-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692941X,0691680B,ANNEXE GEOGRAPHIQUE,,,2025-10-07,5329,POINT (4.895287160774396 45.82026918705394)
edu_education.lycee.5330,0694205W,Ecole secondaire privée International School Of Lyon,LYCEE D ENSEIGNEMENT GENERAL,302,Privé,HORS CONTRAT,10,80 CHEMIN DU GRAND ROULE 69110 STE FOY LES LYON,69202,69110,Sainte-Foy-lès-Lyon,,,,+33478866190,,,info@islyon.org,false,false,false,,false,,,,,,,,,false,,false,42482071000012,,,,Numéro de rue,2013-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,,,2025-10-07,5330,POINT (4.807272861544385 45.72963109506722)
edu_education.lycee.5331,0694210B,Section d'enseignement professionnel du Lycée polyvalent Jacques Brel,SECTION D ENSEIGNEMENT PROFESSIONNEL,334,Public,SANS OBJET,99,2 rue ALBERT JACQUARD 69200 VENISSIEUX,69259,69200,Vénissieux,,,,+33472503160,,,ce.0694210B@ac-lyon.fr,false,false,false,,false,,,,,,,,,false,,false,19692717200029,,,,Numéro de rue,2014-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,0692717D,ANNEXE GEOGRAPHIQUE,,,2025-10-07,5331,POINT (4.8806795919347365 45.694775921721615)
edu_education.lycee.5318,0694066V,Lycée Beth Hanna,LYCEE D ENSEIGNEMENT GENERAL,302,Privé,CONTRAT ASSOCIATION PARTIE DES CLASSES,31,293 rue Francis de Pressensé ,69266,69100,Villeurbanne,true,false,false,+33478680203,+33478030660,,contact@beth-menahem.fr,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,48349733500016,45,"{""2019-2020"": 29, ""2020-2021"": 32, ""2021-2022"": 26, ""2022-2023"": 26, ""2023-2024"": 35, ""2024-2025"": 45}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14975,Numéro de rue,2006-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691664J,,,,,2025-10-07,5318,POINT (4.897064879003308 45.76849935704521)
edu_education.lycee.5319,0694069Y,Lycée Germaine Tillion,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Public,SANS OBJET,99,500 allée de Grands Champs ,69171,69210,Sain-Bel,true,true,false,+33437501770,+33437501771,https://germaine-tillion.ent.auvergnerhonealpes.fr/,0694069Y@ac-lyon.fr,true,false,false,false,false,true,false,false,true,false,true,false,false,false,false,true,20000706000011,882,"{""2019-2020"": 758, ""2020-2021"": 796, ""2021-2022"": 833, ""2022-2023"": 856, ""2023-2024"": 846, ""2024-2025"": 882}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15084,Numéro de rue,2008-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691482L,,,,,2025-10-07,5319,POINT (4.598478269340394 45.823700781199825)
