FID,uai,nom,nature,code_nature,statut_public_prive,type_contrat_prive,code_type_contrat_prive,adresse,insee,code_postal,commune,telephone,fax,web,mail,restauration,hebergement,ulis,segpa,section_sport,section_internationale,appartenance_education_prioritaire,greta,siren_siret,nombre_d_eleves,effectifs_par_uai,fiche_onisep,precision_localisation,date_ouverture,etat,ministere_tutelle,multi_uai,pial,zone_animation_pedagogique,code_zone_animation_pedagogique,circonscription,ips_par_uai,datemaj,gid,the_geom
edu_education.college.5289,0693398U,Collège privé Rudolf Steiner,COLLEGE,340,Privé,HORS CONTRAT,10,6 AVENUE GEORGES CLEMENCEAU 69230 ST GENIS LAVAL,69204,69230,Saint-Genis-Laval,+33478507745,,,secretariat@ecole-steiner-lyon.org,true,false,false,false,,,,false,32320919700033,,,,Numéro de rue,1988-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,,,2025-10-07,5289,POINT (4.7984404935263205 45.70802536684607)
edu_education.college.5352,0694406P,Collège Simone Veil,COLLEGE,340,Public,SANS OBJET,99,71 chemin de Revaison ,69290,69800,Saint-Priest,+33487768374,,https://clg-sveil-saintpriest.blogs.laclasse.com/,ce.0694406P@ac-lyon.fr,true,false,true,true,false,false,,false,20009333400015,627,"{""2021-2022"": 445, ""2022-2023"": 581, ""2023-2024"": 616, ""2024-2025"": 627}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.22011,Rue,2020-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692160Y,,,,"{""2021-2022"": 94.1, ""2022-2023"": 88.8, ""2023-2024"": 89.4, ""2024-2025"": 92.1}",2025-10-07,5352,POINT (4.921500290216627 45.70570676357742)
edu_education.college.5367,0694629G,Ecole secondaire privée Les couleurs de l'aube,COLLEGE,340,Privé,HORS CONTRAT,10,17 rue Pasteur 69580 SATHONAY CAMP,69292,69580,Sathonay-Camp,+33699425407,,,lescouleursdelaube@gmail.com,true,false,false,false,,,,false,,,,,Numéro de rue,2024-03-06,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,,,2025-10-07,5367,POINT (4.872260276008384 45.82713240799686)
edu_education.college.5038,0690131T,Collège Raoul Dufy,COLLEGE,340,Public,SANS OBJET,99,74 bis rue Mazenod ,69383,69003,Lyon 3e Arrondissement,+33478604061,+33478954133,https://collegeraouldufy-lyon.blogs.laclasse.com/,ce.0690131T@ac-lyon.fr,true,false,true,false,false,false,,true,19690131800010,453,"{""2019-2020"": 463, ""2020-2021"": 447, ""2021-2022"": 450, ""2022-2023"": 456, ""2023-2024"": 452, ""2024-2025"": 453}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13075,Numéro de rue,1965-11-19,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690131T,,,Circonscription d'inspection du 1er degré de Lyon 3ème,"{""2016-2017"": 103.7, ""2017-2018"": 106.8, ""2018-2019"": 106, ""2019-2020"": 107.8, ""2020-2021"": 106.6, ""2021-2022"": 112.4, ""2022-2023"": 112.5, ""2023-2024"": 112.1, ""2024-2025"": 111.7}",2025-10-07,5038,POINT (4.847529171105776 45.7588153357252)
edu_education.college.5040,0690210D,Collège Notre-Dame,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,1 rue Honoré Petetin ,69091,69700,Givors,+33437201120,+33437201121,https://www.saint-thom.fr/givors/college-notre-dame#content,contact.givors@saint-thom.fr,true,false,false,false,true,false,,false,77969744000021,381,"{""2019-2020"": 273, ""2020-2021"": 327, ""2021-2022"": 356, ""2022-2023"": 363, ""2023-2024"": 380, ""2024-2025"": 381}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13678,Numéro de rue,1955-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690541N,,,,"{""2016-2017"": 94.4, ""2017-2018"": 92.7, ""2018-2019"": 93.7, ""2019-2020"": 96.5, ""2020-2021"": 97.1, ""2021-2022"": 102.1, ""2022-2023"": 105.8, ""2023-2024"": 107, ""2024-2025"": 110.5}",2025-10-07,5040,POINT (4.771732557617095 45.59109248241571)
edu_education.college.5024,0690094C,Collège Jules Michelet,COLLEGE,340,Public,SANS OBJET,99,3 avenue Jean Moulin ,69259,69200,Vénissieux,+33472900890,+33472900897,https://college-jules-michelet-venissieux.etab.ac-lyon.fr/spip/,ce.0690094c@ac-lyon.fr,true,false,true,false,true,false,REP+,false,19690094800015,700,"{""2019-2020"": 759, ""2020-2021"": 787, ""2021-2022"": 766, ""2022-2023"": 743, ""2023-2024"": 699, ""2024-2025"": 700}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.799,Numéro de rue,1965-05-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690094C,,,Circonscription d'inspection du 1er degré de Vénissieux 2,"{""2016-2017"": 75.2, ""2017-2018"": 78.3, ""2018-2019"": 78.5, ""2019-2020"": 78, ""2020-2021"": 77.8, ""2021-2022"": 75.8, ""2022-2023"": 71.4, ""2023-2024"": 71.7, ""2024-2025"": 72.1}",2025-10-07,5024,POINT (4.872875990843279 45.68846474601851)
edu_education.college.5047,0690510E,Collège le Sacré-Coeur,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,47 avenue du Docteur Terver ,69081,69130,Écully,+33478331130,+33478338033,https://sacrecoeurecully-donbosco.fr/,college@sacrecoeurecully.com,true,false,true,false,true,false,,false,77969117900013,746,"{""2019-2020"": 733, ""2020-2021"": 734, ""2021-2022"": 731, ""2022-2023"": 741, ""2023-2024"": 738, ""2024-2025"": 746}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5336,Numéro de rue,1976-09-13,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691481K,,,,"{""2016-2017"": 135.3, ""2017-2018"": 136.8, ""2018-2019"": 135.2, ""2019-2020"": 136.3, ""2020-2021"": 134.7, ""2021-2022"": 134.4, ""2022-2023"": 135.4, ""2023-2024"": 142.9, ""2024-2025"": 145.5}",2025-10-07,5047,POINT (4.774631379164303 45.77027114221077)
edu_education.college.5056,0690534F,Collège Fénelon,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,1 rue Paul Michel Perret ,69386,69006,Lyon 6e Arrondissement,+33478931860,+33472698716,https://fenelon-trinite.fr/,accueil-college@fenelon-trinite.fr,true,false,false,false,true,true,,false,32208469000013,724,"{""2019-2020"": 670, ""2020-2021"": 689, ""2021-2022"": 689, ""2022-2023"": 709, ""2023-2024"": 724, ""2024-2025"": 724}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7130,Numéro de rue,1967-04-10,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690626F,,,,"{""2016-2017"": 131.8, ""2017-2018"": 133.1, ""2018-2019"": 135.3, ""2019-2020"": 138.1, ""2020-2021"": 137.5, ""2021-2022"": 135.7, ""2022-2023"": 139.7, ""2023-2024"": 147.7, ""2024-2025"": 149.6}",2025-10-07,5056,POINT (4.85077050143411 45.77271910165229)
edu_education.college.5066,0690546U,Collège Fromente - Saint-François,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,1 route de Champagne BP 12 ,69194,69370,Saint-Didier-au-Mont-d'Or,+33478358603,+33478356333,https://www.collegefromentesaintfrancois.fr/,college@fromente.eu,true,false,true,false,false,false,,false,77972766800013,610,"{""2019-2020"": 609, ""2020-2021"": 617, ""2021-2022"": 611, ""2022-2023"": 617, ""2023-2024"": 620, ""2024-2025"": 610}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2139,Numéro de rue,1944-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0694357L,,,,"{""2016-2017"": 140.5, ""2017-2018"": 141.8, ""2018-2019"": 143.1, ""2019-2020"": 144.3, ""2020-2021"": 143.5, ""2021-2022"": 143, ""2022-2023"": 138.7, ""2023-2024"": 147.9, ""2024-2025"": 148.6}",2025-10-07,5066,POINT (4.79444806927774 45.80949577838811)
edu_education.college.5068,0690551Z,Collège la Xavière,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,9 rue Professeur Roux ,69259,69200,Vénissieux,+33478765676,+33478765670,https://www.cslaxaviere.fr/,clg.laxaviere.vx@cslaxaviere.fr,true,false,false,false,false,false,,false,77975901800012,656,"{""2019-2020"": 688, ""2020-2021"": 677, ""2021-2022"": 673, ""2022-2023"": 682, ""2023-2024"": 671, ""2024-2025"": 656}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10545,Numéro de rue,1960-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690551Z,,,,"{""2016-2017"": 108.7, ""2017-2018"": 108.2, ""2018-2019"": 112.1, ""2019-2020"": 114, ""2020-2021"": 114.4, ""2021-2022"": 114.7, ""2022-2023"": 116, ""2023-2024"": 116.1, ""2024-2025"": 116.8}",2025-10-07,5068,POINT (4.85710840125353 45.72948765362027)
edu_education.college.5078,0690578D,Collège Champagnat,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,20 rue Berthelot ,69010,69210,L'Arbresle,+33474010282,,https://www.groupechampagnat.fr/,college.champagnat@groupechampagnat.fr,true,false,false,false,false,false,,false,77965619800032,433,"{""2019-2020"": 504, ""2020-2021"": 493, ""2021-2022"": 490, ""2022-2023"": 464, ""2023-2024"": 456, ""2024-2025"": 433}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4147,Numéro de rue,1970-11-20,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690578D,,,,"{""2016-2017"": 118.7, ""2017-2018"": 118.7, ""2018-2019"": 117.9, ""2019-2020"": 119.1, ""2020-2021"": 120.3, ""2021-2022"": 122.7, ""2022-2023"": 124.1, ""2023-2024"": 123.9, ""2024-2025"": 124}",2025-10-07,5078,POINT (4.61842699487011 45.83605408668954)
edu_education.college.5079,0690580F,Collège Notre-Dame du Mas,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,356 rue Jacques Cortay Le Bois d'Oingt ,69024,69620,Val-d'Oingt,+33474716185,,https://www.csnd.fr/scolarite-college/college-notre-dame-du-mas/,secretariat@csnd.fr,true,false,false,false,false,false,,false,77976658300024,354,"{""2019-2020"": 714, ""2020-2021"": 745, ""2021-2022"": 733, ""2022-2023"": 318, ""2023-2024"": 316, ""2024-2025"": 354}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7515,Numéro de rue,1959-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690618X,,,,"{""2016-2017"": 115.8, ""2017-2018"": 116.6, ""2018-2019"": 119.3, ""2019-2020"": 113.3, ""2020-2021"": 112.6, ""2021-2022"": 111.2, ""2022-2023"": 117.4, ""2023-2024"": 117.9, ""2024-2025"": 119}",2025-10-07,5079,POINT (4.58282156305082 45.92449047269256)
edu_education.college.5080,0690581G,Collège Sainte-Thérèse,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,19 rue François Coquart ,69248,69240,Thizy-les-Bourgs,+33474640372,,https://groupe-scolaire-st-jda-thizy.fr/,ce.0690581G@ac-lyon.fr,true,false,false,false,false,false,,false,77966127100022,153,"{""2019-2020"": 174, ""2020-2021"": 182, ""2021-2022"": 163, ""2022-2023"": 163, ""2023-2024"": 154, ""2024-2025"": 153}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4189,Numéro de rue,1971-04-14,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690016T,,,,"{""2016-2017"": 86, ""2017-2018"": 86.5, ""2018-2019"": 86.9, ""2019-2020"": 87.7, ""2020-2021"": 88.1, ""2021-2022"": 90.7, ""2022-2023"": 103.8, ""2023-2024"": 100.4, ""2024-2025"": 98.3}",2025-10-07,5080,POINT (4.2999619233936865 46.03437474209746)
edu_education.college.5062,0690541N,Collège Notre-Dame du Bon Conseil,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,23 rue de la Camille ,69149,69600,Oullins-Pierre-Bénite,+33478513376,+33478514946,https://www.nd-bonconseil.com/,secretariat@nd-bonconseil.com,true,false,false,false,false,false,,false,77971701600017,611,"{""2019-2020"": 546, ""2020-2021"": 577, ""2021-2022"": 587, ""2022-2023"": 592, ""2023-2024"": 596, ""2024-2025"": 611}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9937,Numéro de rue,1942-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690541N,,,,"{""2016-2017"": 107.6, ""2017-2018"": 107.4, ""2018-2019"": 111.4, ""2019-2020"": 112.3, ""2020-2021"": 111.9, ""2021-2022"": 115.7, ""2022-2023"": 119.7, ""2023-2024"": 120.4, ""2024-2025"": 125.5}",2025-10-07,5062,POINT (4.801924593049579 45.71394688780926)
edu_education.college.5081,0690584K,Collège Notre-Dame de Lourdes,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,260 rue de la Charrière ,69059,69380,Civrieux-d'Azergues,+33478430861,+33478436917,https://notre-dame-de-lourdes.apprentis-auteuil.org/,accueil.ndl@apprentis-auteuil.org,true,false,true,false,true,false,,false,77568879901308,323,"{""2019-2020"": 309, ""2020-2021"": 314, ""2021-2022"": 335, ""2022-2023"": 346, ""2023-2024"": 332, ""2024-2025"": 323}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6983,Numéro de rue,1951-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692448L,,,,"{""2016-2017"": 128.1, ""2017-2018"": 127.6, ""2018-2019"": 128.9, ""2019-2020"": 130.2, ""2020-2021"": 129.6, ""2021-2022"": 129.5, ""2022-2023"": 129.3, ""2023-2024"": 133.7, ""2024-2025"": 135.9}",2025-10-07,5081,POINT (4.716048283406815 45.85864567838224)
edu_education.college.5082,0690585L,Collège Notre-Dame,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,Montée du couvent Le Bourg ,69060,69870,Claveisolles,+33474020661,+33474654847,https://www.csnd.fr/scolarite-college/college-notre-dame-claveisolles/,college.claveisolles@csnd.fr,true,true,false,false,false,false,,false,77968292100019,79,"{""2019-2020"": 103, ""2020-2021"": 90, ""2021-2022"": 99, ""2022-2023"": 104, ""2023-2024"": 90, ""2024-2025"": 79}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17505,Numéro de rue,1934-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690585L,,,,"{""2016-2017"": 108.9, ""2017-2018"": 107.4, ""2018-2019"": 117, ""2019-2020"": 98.3, ""2020-2021"": 93.7, ""2021-2022"": 102.7, ""2022-2023"": 107.2, ""2023-2024"": 105, ""2024-2025"": 103.8}",2025-10-07,5082,POINT (4.491350269949538 46.10157658809829)
edu_education.college.5083,0690587N,Collège les Marronniers,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,19 Grande-Rue ,69064,69420,Condrieu,+33437046040,+33474566817,https://les-marronniers.org/,direction@les-marronniers.org,true,false,false,false,false,false,,false,77564343000017,297,"{""2019-2020"": 337, ""2020-2021"": 338, ""2021-2022"": 337, ""2022-2023"": 336, ""2023-2024"": 311, ""2024-2025"": 297}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5081,Numéro de rue,1978-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690015S,,,,"{""2016-2017"": 117.8, ""2017-2018"": 118.6, ""2018-2019"": 120.6, ""2019-2020"": 123.1, ""2020-2021"": 119.9, ""2021-2022"": 119.1, ""2022-2023"": 119.1, ""2023-2024"": 118.6, ""2024-2025"": 123.4}",2025-10-07,5083,POINT (4.768591616633989 45.46233793072251)
edu_education.college.5084,0690590S,Collège Sainte-Marie,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,198 rue Docteur Lheritier ,69066,69470,Cours-la-Ville,+33474898794,,https://ecolecollegeprivescours.fr/,college.sainte.marie.69470@gmail.com,true,false,false,false,false,false,,false,30001566600021,83,"{""2019-2020"": 92, ""2020-2021"": 81, ""2021-2022"": 73, ""2022-2023"": 70, ""2023-2024"": 65, ""2024-2025"": 83}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6037,Numéro de rue,1954-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690016T,,,,"{""2016-2017"": 99.3, ""2017-2018"": 102.3, ""2018-2019"": 97.8, ""2019-2020"": 98.5, ""2020-2021"": 98.1, ""2021-2022"": 100, ""2022-2023"": 101.5, ""2023-2024"": 96.9, ""2024-2025"": 94.3}",2025-10-07,5084,POINT (4.3238628817410705 46.10256574780293)
edu_education.college.5085,0690597Z,Collège Pierre Termier - Site Montchat,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,56 rue Ferdinand Buisson ,69383,69003,Lyon 3e Arrondissement,+33472688950,+33472334934,https://www.etablissement-pierretermier.com,secretariatmontchat@pierre-termier.fr,true,false,false,false,false,false,,false,31027097000042,345,"{""2019-2020"": 350, ""2020-2021"": 330, ""2021-2022"": 346, ""2022-2023"": 345, ""2023-2024"": 353, ""2024-2025"": 345}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2328,Numéro de rue,1974-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692933N,,,,"{""2016-2017"": 110.2, ""2017-2018"": 111.6, ""2018-2019"": 111.4, ""2019-2020"": 109.7, ""2020-2021"": 113.2, ""2021-2022"": 114.6, ""2022-2023"": 119.4, ""2023-2024"": 123, ""2024-2025"": 128.5}",2025-10-07,5085,POINT (4.88847660833571 45.749228778054515)
edu_education.college.5087,0690601D,Collège Saint-Denis,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,7 rue Hénon ,69384,69004,Lyon 4e Arrondissement,+33478296206,+33478270932,https://groupesaintdenis.fr/le-college/,etablissement@groupesaintdenis.fr,true,false,false,false,false,false,,false,77564845400012,168,"{""2019-2020"": 199, ""2020-2021"": 204, ""2021-2022"": 189, ""2022-2023"": 182, ""2023-2024"": 175, ""2024-2025"": 168}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1885,Numéro de rue,1967-04-24,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692928H,,,,"{""2016-2017"": 108.1, ""2017-2018"": 106.8, ""2018-2019"": 108.3, ""2019-2020"": 107.2, ""2020-2021"": 108.5, ""2021-2022"": 105.7, ""2022-2023"": 118.3, ""2023-2024"": 118.6, ""2024-2025"": 118.9}",2025-10-07,5087,POINT (4.831564174927937 45.779448459604055)
edu_education.college.5086,0690599B,Collège de l'école Juive de Lyon,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,40 rue Alexandre Boutin ,69266,69100,Villeurbanne,+33472838020,+33472744538,,ecole.juive.de.lyon@wanadoo.fr,true,false,false,false,false,false,,false,77978610200029,283,"{""2019-2020"": 299, ""2020-2021"": 277, ""2021-2022"": 276, ""2022-2023"": 290, ""2023-2024"": 282, ""2024-2025"": 283}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2320,Numéro de rue,1973-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692155T,,,,"{""2016-2017"": 112.3, ""2017-2018"": 111.7, ""2018-2019"": 112.4, ""2019-2020"": 113.1, ""2020-2021"": 107, ""2021-2022"": 109.7, ""2022-2023"": 114.8, ""2023-2024"": 115.1, ""2024-2025"": 115}",2025-10-07,5086,POINT (4.868782771327288 45.768340008364206)
edu_education.college.5088,0690604G,Collège Notre-Dame de Bellecombe,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,31 rue Germain ,69386,69006,Lyon 6e Arrondissement,+33472830083,+33472830082,https://ndbellecombe.eu/college/,college@ndbellecombe.eu,true,false,true,false,false,false,,false,30293518400028,360,"{""2019-2020"": 354, ""2020-2021"": 359, ""2021-2022"": 361, ""2022-2023"": 355, ""2023-2024"": 355, ""2024-2025"": 360}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3290,Numéro de rue,1902-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690626F,,,,"{""2016-2017"": 110, ""2017-2018"": 121.2, ""2018-2019"": 121.7, ""2019-2020"": 126.6, ""2020-2021"": 129.7, ""2021-2022"": 132.9, ""2022-2023"": 131.1, ""2023-2024"": 137.9, ""2024-2025"": 140.1}",2025-10-07,5088,POINT (4.866693800079422 45.76525172796419)
edu_education.college.5090,0690611P,Collège Saint-Thomas d'Aquin,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,6 chemin du Laud ,69141,69440,Mornant,+33478440052,,https://www.saint-thom.fr/mornant/le-site,contact.mornant@saint-thom.fr,true,false,false,false,true,false,,false,77564393500049,496,"{""2019-2020"": 490, ""2020-2021"": 482, ""2021-2022"": 477, ""2022-2023"": 502, ""2023-2024"": 495, ""2024-2025"": 496}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4493,Numéro de rue,1940-04-24,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692346A,,,,"{""2016-2017"": 136.1, ""2017-2018"": 138.6, ""2018-2019"": 137.7, ""2019-2020"": 135.7, ""2020-2021"": 136.4, ""2021-2022"": 137.2, ""2022-2023"": 134.4, ""2023-2024"": 138.8, ""2024-2025"": 140.2}",2025-10-07,5090,POINT (4.676748392836833 45.61939548098635)
edu_education.college.5091,0690614T,Collège Saint-Laurent,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,16 rue Côte Pinay ,69220,69930,Saint-Laurent-de-Chamousset,+33474705108,+33474265137,https://groupescolaire-st-laurent.fr/#,secretariat@college-st-laurent.fr,true,false,false,false,true,false,,false,77973954900011,317,"{""2019-2020"": 318, ""2020-2021"": 334, ""2021-2022"": 337, ""2022-2023"": 328, ""2023-2024"": 330, ""2024-2025"": 317}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4149,Rue,1978-09-15,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690614T,,,,"{""2016-2017"": 107.5, ""2017-2018"": 109.8, ""2018-2019"": 112.8, ""2019-2020"": 110.6, ""2020-2021"": 112.7, ""2021-2022"": 110, ""2022-2023"": 111.1, ""2023-2024"": 113.9, ""2024-2025"": 113.5}",2025-10-07,5091,POINT (4.464909468207414 45.737613138744045)
edu_education.college.5092,0690615U,Collège Saint-Martin,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,23 rue des Cherchères ,69227,69850,Saint-Martin-en-Haut,+33478486008,+33970622478,http://www.centrescolaire-saintmartin.com/,secretariat@centrescolaire-saintmartin.com,true,false,false,false,false,false,,false,77564433900035,447,"{""2019-2020"": 440, ""2020-2021"": 452, ""2021-2022"": 444, ""2022-2023"": 444, ""2023-2024"": 440, ""2024-2025"": 447}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10159,Numéro de rue,1967-04-24,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690615U,,,,"{""2016-2017"": 118.7, ""2017-2018"": 121.9, ""2018-2019"": 121.4, ""2019-2020"": 116.6, ""2020-2021"": 116.9, ""2021-2022"": 117.5, ""2022-2023"": 115.5, ""2023-2024"": 118.2, ""2024-2025"": 119.8}",2025-10-07,5092,POINT (4.5582463651390785 45.659227474541055)
